PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34613430","Low doses of LSD reduce broadband oscillatory power and modulate event-related potentials in healthy adults","Murray CH, Tare I, Perry CM, Malina M, Lee R, de Wit H.","Psychopharmacology (Berl). 2022 Jun;239(6):1735-1747. doi: 10.1007/s00213-021-05991-9. Epub 2021 Oct 6.","Murray CH","Psychopharmacology (Berl)","2022","2021/10/06","PMC9847217","NIHMS1858969","10.1007/s00213-021-05991-9"
"34554380","Modulation of Heart and Brain Function by Surah Al-Rehman Recitation Among Distressed Diabetic Patients in Pakistan","Majeed U, Aftab MF, Baloch DM, Ahmed S, Yusuf IM, Hasan MA, Qureshi MS.","J Relig Health. 2022 Oct;61(5):3852-3865. doi: 10.1007/s10943-021-01431-2. Epub 2021 Sep 23.","Majeed U","J Relig Health","2022","2021/09/23","","","10.1007/s10943-021-01431-2"
"34439708","Heartbeat-Evoked Cortical Potential during Sleep and Interoceptive Sensitivity: A Matter of Hypnotizability","Billeci L, Faraguna U, Santarcangelo EL, d'Ascanio P, Varanini M, Sebastiani L.","Brain Sci. 2021 Aug 19;11(8):1089. doi: 10.3390/brainsci11081089.","Billeci L","Brain Sci","2021","2021/08/27","PMC8391801","","10.3390/brainsci11081089"
"34311031","Gut inference: A computational modelling approach","Smith R, Mayeli A, Taylor S, Al Zoubi O, Naegele J, Khalsa SS.","Biol Psychol. 2021 Sep;164:108152. doi: 10.1016/j.biopsycho.2021.108152. Epub 2021 Jul 24.","Smith R","Biol Psychol","2021","2021/07/26","PMC8429276","NIHMS1727775","10.1016/j.biopsycho.2021.108152"
"34267619","Short-Term Fasting and Ingestion of Caloric Drinks Affect Heartbeat-Evoked Potentials and Autonomic Nervous System Activity in Males","Flasbeck V, Bamberg C, Brüne M.","Front Neurosci. 2021 Jun 29;15:622428. doi: 10.3389/fnins.2021.622428. eCollection 2021.","Flasbeck V","Front Neurosci","2021","2021/07/16","PMC8276132","","10.3389/fnins.2021.622428"
"34227116","The heartbeat evoked potential does not support strong interoceptive sensibility in trait mindfulness","Verdonk C, Trousselard M, Di Bernardi Luft C, Medani T, Billaud JB, Ramdani C, Canini F, Claverie D, Jaumard-Hakoun A, Vialatte F.","Psychophysiology. 2021 Oct;58(10):e13891. doi: 10.1111/psyp.13891. Epub 2021 Jul 5.","Verdonk C","Psychophysiology","2021","2021/07/06","","","10.1111/psyp.13891"
"34175363","Time course of recovery from acute hypoxia exposure as measured by vigilance and event-related potentials","Blacker KJ, McHail DG.","Physiol Behav. 2021 Oct 1;239:113508. doi: 10.1016/j.physbeh.2021.113508. Epub 2021 Jun 24.","Blacker KJ","Physiol Behav","2021","2021/06/27","","","10.1016/j.physbeh.2021.113508"
"34171310","The role of electroencephalography electrical reference in the assessment of functional brain-heart interplay: From methodology to user guidelines","Candia-Rivera D, Catrambone V, Valenza G.","J Neurosci Methods. 2021 Aug 1;360:109269. doi: 10.1016/j.jneumeth.2021.109269. Epub 2021 Jun 24.","Candia-Rivera D","J Neurosci Methods","2021","2021/06/25","","","10.1016/j.jneumeth.2021.109269"
"34111514","Heartbeat and somatosensory perception","Al E, Iliopoulos F, Nikulin VV, Villringer A.","Neuroimage. 2021 Sep;238:118247. doi: 10.1016/j.neuroimage.2021.118247. Epub 2021 Jun 7.","Al E","Neuroimage","2021","2021/06/10","","","10.1016/j.neuroimage.2021.118247"
"34031900","Threat imminence modulates neural gain in attention and motor relevant brain circuits in humans","de Echegaray J, Moratti S.","Psychophysiology. 2021 Aug;58(8):e13849. doi: 10.1111/psyp.13849. Epub 2021 May 24.","de Echegaray J","Psychophysiology","2021","2021/05/25","","","10.1111/psyp.13849"
"33986337","Comparing physiological responses during cognitive tests in virtual environments vs. in identical real-world environments","Kalantari S, Rounds JD, Kan J, Tripathi V, Cruz-Garza JG.","Sci Rep. 2021 May 13;11(1):10227. doi: 10.1038/s41598-021-89297-y.","Kalantari S","Sci Rep","2021","2021/05/14","PMC8119471","","10.1038/s41598-021-89297-y"
"33951406","The effect of muscle blood flow restriction on hemodynamics, cerebral oxygenation and activation at rest","Cherouveim ED, Miliotis PG, Dipla K, Koskolou MD, Vrabas IS, Geladas ND.","Appl Physiol Nutr Metab. 2021 Oct;46(10):1216-1224. doi: 10.1139/apnm-2020-1082. Epub 2021 May 5.","Cherouveim ED","Appl Physiol Nutr Metab","2021","2021/05/05","","","10.1139/apnm-2020-1082"
"33948453","A set of electroencephalographic (EEG) data recorded during amplitude-modulated transcranial alternating current stimulation (AM-tACS) targeting 10-Hz steady-state visually evoked potentials (SSVEP)","Haslacher D, Nasr K, Robinson SE, Braun C, Soekadar SR.","Data Brief. 2021 Mar 29;36:107011. doi: 10.1016/j.dib.2021.107011. eCollection 2021 Jun.","Haslacher D","Data Brief","2021","2021/05/05","PMC8080469","","10.1016/j.dib.2021.107011"
"33926998","Responses to Heartbeats in Ventromedial Prefrontal Cortex Contribute to Subjective Preference-Based Decisions","Azzalini D, Buot A, Palminteri S, Tallon-Baudry C.","J Neurosci. 2021 Jun 9;41(23):5102-5114. doi: 10.1523/JNEUROSCI.1932-20.2021. Epub 2021 Apr 29.","Azzalini D","J Neurosci","2021","2021/04/30","PMC8197644","","10.1523/JNEUROSCI.1932-20.2021"
"33870427","Cortical monitoring of cardiac activity during rapid eye movement sleep: the heartbeat evoked potential in phasic and tonic rapid-eye-movement microstates","Simor P, Bogdány T, Bódizs R, Perakakis P.","Sleep. 2021 Sep 13;44(9):zsab100. doi: 10.1093/sleep/zsab100.","Simor P","Sleep","2021","2021/04/19","PMC8633618","","10.1093/sleep/zsab100"
"33833671","Increase in Beta Power Reflects Attentional Top-Down Modulation After Psychosocial Stress Induction","Palacios-García I, Silva J, Villena-González M, Campos-Arteaga G, Artigas-Vergara C, Luarte N, Rodríguez E, Bosman CA.","Front Hum Neurosci. 2021 Mar 23;15:630813. doi: 10.3389/fnhum.2021.630813. eCollection 2021.","Palacios-García I","Front Hum Neurosci","2021","2021/04/09","PMC8021732","","10.3389/fnhum.2021.630813"
"33819501","SSEP amplitude accurately predicts both good and poor neurological outcome early after cardiac arrest; a post-hoc analysis of the ProNeCA multicentre study","Scarpino M, Lolli F, Lanzo G, Carrai R, Spalletti M, Valzania F, Lombardi M, Audenino D, Contardi S, Celani MG, Marrelli A, Mecarelli O, Minardi C, Minicucci F, Politini L, Vitelli E, Peris A, Amantini A, Grippo A, Sandroni C; ProNeCA study group.","Resuscitation. 2021 Jun;163:162-171. doi: 10.1016/j.resuscitation.2021.03.028. Epub 2021 Apr 2.","Scarpino M","Resuscitation","2021","2021/04/05","","","10.1016/j.resuscitation.2021.03.028"
"33758019","Neural Responses to Heartbeats Detect Residual Signs of Consciousness during Resting State in Postcomatose Patients","Candia-Rivera D, Annen J, Gosseries O, Martial C, Thibaut A, Laureys S, Tallon-Baudry C.","J Neurosci. 2021 Jun 16;41(24):5251-5262. doi: 10.1523/JNEUROSCI.1740-20.2021. Epub 2021 Mar 23.","Candia-Rivera D","J Neurosci","2021","2021/03/24","PMC8211547","","10.1523/JNEUROSCI.1740-20.2021"
"33705927","Verification of fetal evoked response by magnetic dipole fitting","Bisgin N, Wilson JD, Eswaran H.","Neurosci Lett. 2021 Apr 17;750:135791. doi: 10.1016/j.neulet.2021.135791. Epub 2021 Mar 8.","Bisgin N","Neurosci Lett","2021","2021/03/11","","","10.1016/j.neulet.2021.135791"
"33624899","Multivariate analysis of the systemic response to auditory stimulation: An integrative approach","Muñoz-Caracuel M, Muñoz V, Ruíz-Martínez FJ, Di Domenico D, Brigadoi S, Gómez CM.","Exp Physiol. 2021 Apr;106(4):1072-1098. doi: 10.1113/EP089125. Epub 2021 Mar 10.","Muñoz-Caracuel M","Exp Physiol","2021","2021/02/24","","","10.1113/EP089125"
"33508410","Test-retest reliability of paired pulse suppression paradigm using auditory change-related response","Takeuchi N, Fujita K, Kinukawa T, Sugiyama S, Kanemoto K, Nishihara M, Inui K.","J Neurosci Methods. 2021 Mar 15;352:109087. doi: 10.1016/j.jneumeth.2021.109087. Epub 2021 Jan 27.","Takeuchi N","J Neurosci Methods","2021","2021/01/28","","","10.1016/j.jneumeth.2021.109087"
"33482998","Modulation of attention and stress with arousal: The mental and physical effects of riding a motorcycle","Vaughn DA, Maggiora MB, Vaughn KJ, Maggiora CJ, Tavakoli AV, Liang W, Zava D, Cohen MS, Lenartowicz A.","Brain Res. 2021 Feb 1;1752:147203. doi: 10.1016/j.brainres.2020.147203. Epub 2021 Jan 19.","Vaughn DA","Brain Res","2021","2021/01/23","","","10.1016/j.brainres.2020.147203"
"33450326","Time is body: Multimodal evidence of crosstalk between interoception and time estimation","Richter F, Ibáñez A.","Biol Psychol. 2021 Feb;159:108017. doi: 10.1016/j.biopsycho.2021.108017. Epub 2021 Jan 12.","Richter F","Biol Psychol","2021","2021/01/15","","","10.1016/j.biopsycho.2021.108017"
"33406407","Older adults show a higher heartbeat-evoked potential than young adults and a negative association with everyday metacognition","Kamp SM, Schulz A, Forester G, Domes G.","Brain Res. 2021 Feb 1;1752:147238. doi: 10.1016/j.brainres.2020.147238. Epub 2021 Jan 3.","Kamp SM","Brain Res","2021","2021/01/06","","","10.1016/j.brainres.2020.147238"
"33325575","Behavioral and neurophysiological signatures of interoceptive enhancements following vagus nerve stimulation","Richter F, García AM, Rodriguez Arriagada N, Yoris A, Birba A, Huepe D, Zimmer H, Ibáñez A, Sedeño L.","Hum Brain Mapp. 2021 Apr 1;42(5):1227-1242. doi: 10.1002/hbm.25288. Epub 2020 Dec 16.","Richter F","Hum Brain Mapp","2021","2020/12/16","PMC7927286","","10.1002/hbm.25288"
"33122158","Magnetoencephalographic signatures of hierarchical rule learning in newborns","Moser J, Schleger F, Weiss M, Sippel K, Dehaene-Lambertz G, Preissl H.","Dev Cogn Neurosci. 2020 Dec;46:100871. doi: 10.1016/j.dcn.2020.100871. Epub 2020 Oct 10.","Moser J","Dev Cogn Neurosci","2020","2020/10/30","PMC7585041","","10.1016/j.dcn.2020.100871"
"33018049","Methodological Considerations on EEG Electrical Reference: A Functional Brain-Heart Interplay Study","Candia-Rivera D, Catrambone V, Valenza G.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:553-556. doi: 10.1109/EMBC44109.2020.9175226.","Candia-Rivera D","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9175226"
"32924586","Transcranial Direct Current Stimulation Combined With Cognitive Training Induces Response Inhibition Facilitation Through Distinct Neural Responses According to the Stimulation Site: A Follow-up Event-Related Potentials Study","Dousset C, Ingels A, Schröder E, Angioletti L, Balconi M, Kornreich C, Campanella S.","Clin EEG Neurosci. 2021 May;52(3):181-192. doi: 10.1177/1550059420958967. Epub 2020 Sep 14.","Dousset C","Clin EEG Neurosci","2021","2020/09/14","","","10.1177/1550059420958967"
"32697776","A pilot study: Auditory steady-state responses (ASSR) can be measured in human fetuses using fetal magnetoencephalography (fMEG)","Niepel D, Krishna B, Siegel ER, Draganova R, Preissl H, Govindan RB, Eswaran H.","PLoS One. 2020 Jul 22;15(7):e0235310. doi: 10.1371/journal.pone.0235310. eCollection 2020.","Niepel D","PLoS One","2020","2020/07/23","PMC7375519","","10.1371/journal.pone.0235310"
"32676977","A Phase I, Randomized, Single‑Blind, Placebo‑Controlled, Single Ascending Dose Study of the Safety, Tolerability, and Pharmacokinetics of Subcutaneous and Oral TRV250, a G Protein-Selective Delta Receptor Agonist, in Healthy Subjects","Fossler MJ, Schmith V, Greene SA, Lohmer L, Kramer MS, Arscott K, James IE, Demitrack MA.","CNS Drugs. 2020 Aug;34(8):853-865. doi: 10.1007/s40263-020-00738-0.","Fossler MJ","CNS Drugs","2020","2020/07/18","PMC7392943","","10.1007/s40263-020-00738-0"
"32488680","Comparison of haemodynamic- and electroencephalographic-monitored effects evoked by four combinations of effect-site concentrations of propofol and remifentanil, yielding a predicted tolerance to laryngoscopy of 90","van den Berg JP, Absalom AR, Venema AM, Kalmar AF, Van Amsterdam K, Hannivoort LN, Proost JH, Meier S, Scheeren TWL, Struys MMRF, Vereecke HEM.","J Clin Monit Comput. 2021 Aug;35(4):815-825. doi: 10.1007/s10877-020-00540-9. Epub 2020 Jun 3.","van den Berg JP","J Clin Monit Comput","2021","2020/06/04","PMC8286956","","10.1007/s10877-020-00540-9"
"32462407","Finding Suitable Clinical Endpoints for a Potential Treatment of a Rare Genetic Disease: the Case of ARID1B","Kruizinga MD, Zuiker RGJA, Sali E, de Kam ML, Doll RJ, Groeneveld GJ, Santen GWE, Cohen AF.","Neurotherapeutics. 2020 Jul;17(3):1300-1310. doi: 10.1007/s13311-020-00868-9.","Kruizinga MD","Neurotherapeutics","2020","2020/05/29","PMC7609730","","10.1007/s13311-020-00868-9"
"32438047","Behavioral and neurophysiological evidence for altered interoceptive bodily processing in chronic pain","Solcà M, Park HD, Bernasconi F, Blanke O.","Neuroimage. 2020 Aug 15;217:116902. doi: 10.1016/j.neuroimage.2020.116902. Epub 2020 May 11.","Solcà M","Neuroimage","2020","2020/05/22","","","10.1016/j.neuroimage.2020.116902"
"32341167","Heart-brain interactions shape somatosensory perception and evoked potentials","Al E, Iliopoulos F, Forschack N, Nierhaus T, Grund M, Motyka P, Gaebler M, Nikulin VV, Villringer A.","Proc Natl Acad Sci U S A. 2020 May 12;117(19):10575-10584. doi: 10.1073/pnas.1915629117. Epub 2020 Apr 27.","Al E","Proc Natl Acad Sci U S A","2020","2020/04/29","PMC7229654","","10.1073/pnas.1915629117"
"32114841","Real-Time Multi-Modal Estimation of Dynamically Evoked Emotions Using EEG, Heart Rate and Galvanic Skin Response","Val-Calvo M, Álvarez-Sánchez JR, Ferrández-Vicente JM, Díaz-Morcillo A, Fernández-Jover E.","Int J Neural Syst. 2020 Apr;30(4):2050013. doi: 10.1142/S0129065720500136. Epub 2020 Mar 2.","Val-Calvo M","Int J Neural Syst","2020","2020/03/03","","","10.1142/S0129065720500136"
"32101777","A multidimensional and multi-feature framework for cardiac interoception","Fittipaldi S, Abrevaya S, Fuente A, Pascariello GO, Hesse E, Birba A, Salamone P, Hildebrandt M, Martí SA, Pautassi RM, Huepe D, Martorell MM, Yoris A, Roca M, García AM, Sedeño L, Ibáñez A.","Neuroimage. 2020 May 15;212:116677. doi: 10.1016/j.neuroimage.2020.116677. Epub 2020 Feb 23.","Fittipaldi S","Neuroimage","2020","2020/02/27","PMC7165068","NIHMS1570062","10.1016/j.neuroimage.2020.116677"
"32044337","Muscular effort coding in action representation in ballet dancers and controls: Electrophysiological evidence","Orlandi A, D'Incà S, Proverbio AM.","Brain Res. 2020 Apr 15;1733:146712. doi: 10.1016/j.brainres.2020.146712. Epub 2020 Feb 7.","Orlandi A","Brain Res","2020","2020/02/12","","","10.1016/j.brainres.2020.146712"
"32039482","Cortical and affective regulation of autonomic coordination","Gatzke-Kopp LM, Benson L, Ryan PJ, Ram N.","Psychophysiology. 2020 May;57(5):e13544. doi: 10.1111/psyp.13544. Epub 2020 Feb 10.","Gatzke-Kopp LM","Psychophysiology","2020","2020/02/11","PMC7324931","NIHMS1600678","10.1111/psyp.13544"
"31987870","Individual differences under acute stress: Higher cortisol responders performs better on N-back task in young men","Lin L, Leung AWS, Wu J, Zhang L.","Int J Psychophysiol. 2020 Apr;150:20-28. doi: 10.1016/j.ijpsycho.2020.01.006. Epub 2020 Jan 24.","Lin L","Int J Psychophysiol","2020","2020/01/29","","","10.1016/j.ijpsycho.2020.01.006"
"31898811","Acute psychological stress promotes general alertness and attentional control processes: An ERP study","Qi M, Gao H.","Psychophysiology. 2020 Apr;57(4):e13521. doi: 10.1111/psyp.13521. Epub 2020 Jan 3.","Qi M","Psychophysiology","2020","2020/01/04","","","10.1111/psyp.13521"
"31846808","Heart and brain: Cortical representation of cardiac signals is disturbed in borderline personality disorder, but unaffected by oxytocin administration","Schmitz M, Müller LE, Schulz A, Kleindienst N, Herpertz SC, Bertsch K.","J Affect Disord. 2020 Mar 1;264:24-28. doi: 10.1016/j.jad.2019.11.139. Epub 2019 Nov 30.","Schmitz M","J Affect Disord","2020","2019/12/18","","","10.1016/j.jad.2019.11.139"
"31662092","Emotional Reactivity as a Vulnerability for Psychogenic Nonepileptic Seizures? Responses While Reliving Specific Emotions","Roberts NA, Burleson MH, Torres DL, Parkhurst DK, Garrett R, Mitchell LB, Duncan CJ, Mintert M, Wang NC.","J Neuropsychiatry Clin Neurosci. 2020 Winter;32(1):95-100. doi: 10.1176/appi.neuropsych.19040084. Epub 2019 Oct 30.","Roberts NA","J Neuropsychiatry Clin Neurosci","2020","2019/10/31","","","10.1176/appi.neuropsych.19040084"
"31614504","Explicit and Implicit Responses to Tasting Drinks Associated with Different Tasting Experiences","Kaneko D, Hogervorst M, Toet A, van Erp JBF, Kallen V, Brouwer AM.","Sensors (Basel). 2019 Oct 11;19(20):4397. doi: 10.3390/s19204397.","Kaneko D","Sensors (Basel)","2019","2019/10/17","PMC6832136","","10.3390/s19204397"
"31543837","Altered Interoceptive Processing in Generalized Anxiety Disorder-A Heartbeat-Evoked Potential Research","Pang J, Tang X, Li H, Hu Q, Cui H, Zhang L, Li W, Zhu Z, Wang J, Li C.","Front Psychiatry. 2019 Sep 5;10:616. doi: 10.3389/fpsyt.2019.00616. eCollection 2019.","Pang J","Front Psychiatry","2019","2019/09/24","PMC6739601","","10.3389/fpsyt.2019.00616"
"31539623","Evoked K-complexes and altered interaction between the central and autonomic nervous systems during sleep in alcohol use disorder","Willoughby AR, de Zambotti M, Baker FC, Colrain IM.","Alcohol. 2020 May;84:1-7. doi: 10.1016/j.alcohol.2019.09.005. Epub 2019 Sep 17.","Willoughby AR","Alcohol","2020","2019/09/21","PMC10005844","NIHMS1625270","10.1016/j.alcohol.2019.09.005"
"35546868","Multimodal pain assessment improves discrimination between noxious and non-noxious stimuli in infants","van der Vaart M, Duff E, Raafat N, Rogers R, Hartley C, Slater R.","Paediatr Neonatal Pain. 2019 Sep 9;1(1):21-30. doi: 10.1002/pne2.12007. eCollection 2019 Sep.","van der Vaart M","Paediatr Neonatal Pain","2019","2022/05/13","PMC8974881","","10.1002/pne2.12007"
"31476555","Sleep's benefits to emotional processing emerge in the long term","Bolinger E, Cunningham TJ, Payne JD, Bowman MA, Bulca E, Born J, Zinke K.","Cortex. 2019 Nov;120:457-470. doi: 10.1016/j.cortex.2019.07.008. Epub 2019 Aug 2.","Bolinger E","Cortex","2019","2019/09/03","","","10.1016/j.cortex.2019.07.008"
"31454445","Pathological responses to single-pulse electrical stimuli in epilepsy: The role of feedforward inhibition","Hebbink J, Huiskamp G, van Gils SA, Leijten FSS, Meijer HGE.","Eur J Neurosci. 2020 Feb;51(4):1122-1136. doi: 10.1111/ejn.14562. Epub 2019 Sep 23.","Hebbink J","Eur J Neurosci","2020","2019/08/28","PMC7079068","","10.1111/ejn.14562"
